Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,100,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,100,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,590.607738430529,663.2942082544,668.454504242454,661.546782448624,639.484730161417,639.865903755552,693.873474633887,674.793383069492,652.774321396566,697.995596576519,617.230435515505,336.586994504629,200.852219772323,367.279225077581,586.416135130865,911.320465445326,1020.97618050188,728.545523729675,831.175344077295,1056.34481153033,1160.42047054038,1326.41652388077,1479.83884572006,1908.69900687608,2446.90949947798,2741.72136549578,3057.77257038113,3743.05529896187,4498.50486763601,4213.65007574693,4149.14469936847,4465.70914328865,4222.3470988913,4420.23461988353,4602.23051443229,3981.72662261867,4168.37544462548,4614.0479692596,5365.48880180298,5460.4305086932,5370.77749956875,6413.28280828537,6846.42669381643,8575.17134637222,10011.6279856667
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.413,57.488,58.494,59.479,60.404,61.273,62.149,62.976,63.788,64.538,65.234,65.896,66.526,67.107,67.633,68.12,68.57,68.992,69.367,69.617,69.903,70.145,70.425,70.705,70.984,71.282,71.665,71.981,72.217,72.457,72.71,73.001,73.303,73.638,73.837,74.022,74.113,73.383,74.357,74.568,74.826,75.083,75.299,75.557,75.951,76.427,76.994,77.691,78.248,78.509,78.414,78.303,78.084,77.995,78.029,78.358,78.643,78.9,79.238,79.467,77.824,76.844,78.769,79.602,..
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,2714617
Algeria,DZA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3,..,..,..,..,..,..,11.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,67.87061,71.78052,74.18978,76.1599,77.72608,78.77859,78.87035,79.98721,80.25392,79.92768,79.26301,80.29434,80.65069,81.81824,83.14107,84.25691,85.33525,85.87007,87.60795,88.70739,88.22298,88.16877,88.39232,87.9189,87.36391,..,88.62222,89.39816,91.25702,92.17384,92.40589,92.86403,93.09766,93.20169,95.24939,96.36304,97.44184,97.23353,97.5945,97.31376,..,..,97.54838,97.5908,97.5883,97.63517,..,..,..,..,..,..
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,12.1087102890015,12.6597995758057,14.074649810791,15.1989603042603,16.3679904937744,19.0519599914551,22.5548000335693,26.3100109100342,28.8074798583984,30.6669998168945,32.572868347168,35.3191795349121,38.3708190917969,41.5667381286621,44.6754684448242,48.9760704040527,51.4887809753418,52.7663192749023,60.236270904541,60.6158790588379,59.8202705383301,60.1012496948242,59.9651985168457,60.4800682067871,59.5076599121094,58.9312896728516,58.7424392700195,..,64.7455978393555,64.5954208374023,68.763298034668,72.5830688476562,75.4358673095703,79.6298599243164,81.8563690185547,83.4811935424805,73.517822265625,80.2311401367188,96.3929595947266,100.739776611328,103.184272766113,..,..,..,..,..,..,..,..,..,..,104.550270080566,101.264892578125,105.164131811213
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.6,98.6,98.6,98.6,98.6,98.6,98.7,98.7,99.3,98.8,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,100,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,238.392476666447,209.370672655334,169.60286272133,225.584660210993,238.863801545015,253.622059985778,241.44896961658,261.792442124002,292.436036368561,315.914655734237,352.845766557928,360.111081707845,469.030996510511,589.518126935221,872.889277439184,992.302037378411,1080.38620675609,1232.49418664321,1505.94222127977,1843.11929565984,2275.77971158899,2307.33434430543,2274.87800990349,2373.82511968473,2524.38071403143,2632.51711109075,2800.20270812187,2847.0776691988,2450.87242078961,2247.4602712492,2445.18332740258,1759.11201648229,1802.69300801289,1831.04800976449,1525.54061760288,1466.94806760415,1616.83198721285,1628.76100561506,1603.36623200836,1596.11822239025,1772.92869122761,1896.30020878013,1937.46411413019,2283.77299346126,2816.99384960555,3233.13339634212,3660.66104745322,4167.45169937531,5180.91881514686,4235.42990456612,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,5631.17999109851
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.839,40.792,39.527,43.143,42.987,42.846,42.745,42.731,42.806,42.991,43.328,43.782,44.384,45.102,45.953,46.921,48.034,49.249,50.615,52.409,54.512,57.422,59.594,61.251,62.722,64.155,65.273,66.13,66.91,67.461,67.658,67.692,67.725,67.797,67.284,67.691,68.219,68.859,69.327,70.088,70.576,71.025,71.644,71.906,72.536,72.836,73.116,73.346,73.618,73.871,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,..
Algeria,DZA,"Population, total",SP.POP.TOTL,11424922,11628883,11800771,11982118,12179813,12365976,12590069,12876118,13172614,13475960,13783719,14098936,14427072,14771147,15133502,15678596,16409170,17015994,17506974,18036655,18607174,19220704,19872348,20558115,21271969,22008544,22745499,23443624,24109536,24754485,25375810,25987928,26628568,27277048,27887279,28470191,29033044,29579301,30054133,30474354,30903893,31331221,31750835,32175818,32628286,33109249,33623506,34189416,34816961,35490445,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,46814308
American Samoa,ASM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9892120361328,90.399787902832,92.405387878418,93.4581832885742,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8972.69636535698,9197.66196836987,8958.42866697173,8831.26975996609,8745.16621137404,9231.37240924563,10030.8089130902,12156.0293905777,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.053,65.648,66.008,66.161,66.135,65.996,58.284,65.807,65.847,66.05,66.364,66.77,67.186,67.604,67.95,68.256,68.475,68.701,68.881,69.114,69.413,69.731,69.975,70.163,70.326,70.532,70.704,70.828,70.883,70.929,71.107,71.312,71.511,71.54,71.569,71.565,71.576,71.606,71.542,71.484,71.443,71.573,71.755,71.698,72.277,72.382,72.397,72.365,72.43,70.839,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672,72.708,72.752,72.852,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,20133,20666,21298,21966,22673,23406,24136,24863,25614,26375,27026,27533,27995,28436,28875,29390,29959,30521,31076,31611,32403,33584,34909,36271,37667,39103,40571,42072,43615,45191,46640,47882,49038,50159,51251,52316,53353,54362,55334,56248,56855,57053,57062,56971,56818,56617,56374,56113,55828,55528,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342,47521,46765
Andorra,AND,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,23.6061305999756,21.6661701202393,19.5792407989502,23.8222694396973,34.9425888061523,45.4616203308105,..,..,..,..,..,..,61.8485717773438,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.6385192871094,83.0041580200195,79.7546005249023,86.0663299560547,85.2862777709961,82.7160491943359,82.462532043457,82.9412994384766,85.4886322021484,86.196891784668,87.2305068969727,86.7936096191406,88.978157043457,91.2962188720703,94.6524124145508,95.1090393066406,95.9804306030273,96.574333190918,97.1500396728516,98.0404205322266,98.5098724365234,99.5086517333984,101.923820495605
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,3935.41127779609,4169.69537103885,4940.29696239207,6151.02717030722,7139.5745119838,7925.41577090452,7721.28858646797,8167.92286159334,9409.50851272793,11996.4072860354,12474.9252919904,10465.2604643624,9697.52201994133,8082.09152017435,7808.13002713549,7911.98436223964,10539.1177869653,12828.1519430152,14599.0355178798,15714.9265516576,19563.6574722488,19533.2620668023,20099.5352208543,15916.8395162087,15748.5307503373,18443.2545197741,19130.1597151312,18247.9995651361,18536.5084282698,18875.286913398,21810.2487431414,23511.2951475737,26528.130158144,34063.5784034776,39021.1278101878,40829.801876968,43467.2109930745,48336.2283329823,49132.515707808,43975.0183668093,42746.8309526019,46657.1561173756,41500.5435791686,42470.3161159692,44369.659691379,38654.9347203095,40129.8192007698,40672.9943348258,42819.7745797624,41257.8045846483,37361.0900666982,42425.6996756291,42414.0590092117,46812.4484486309,49303.6733899464
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.094,72.573,72.993,73.298,73.624,73.856,74.02,74.119,74.22,74.296,74.452,74.615,74.864,75.096,75.34,75.567,75.869,76.154,76.488,76.819,77.137,77.391,77.617,77.787,77.916,78.006,78.107,78.189,78.364,78.557,78.961,79.346,79.794,80.186,80.587,80.804,81.009,81.145,81.28,81.55,81.863,82.162,82.448,82.718,82.815,83.086,83.374,83.632,83.855,84.1,84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418,82.331,84.016,84.041,..
Andorra,AND,"Population, total",SP.POP.TOTL,9510,10283,11086,11915,12764,13634,14626,15837,17176,18555,19977,21442,22957,24523,26130,27773,29436,31097,32735,34306,35782,37169,38764,40565,42273,43825,45734,47653,49416,50620,52597,56667,60200,63272,64612,63912,63984,64700,65382,65710,65685,65852,66506,69486,74325,77421,79585,81877,83495,83888,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856,81938
Angola,AGO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,22.1,..,..,..,..,..,..,..,..,..,39.3,..,..,..,..,..,..
Angola,AGO,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.19862,42.53922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.34669,..,..,..,..,..,..,..,..,..,75.37373,74.65254,75.80242,78.02393,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,6.15856981277466,6.82846021652222,7.66084003448486,..,..,..,..,8.47220039367676,..,10.8339395523071,13.9767599105835,9.97611999511719,9.17257976531982,11.5424299240112,9.99211025238037,11.4603796005249,11.1706104278565,9.44001007080078,10.4483404159546,9.64206981658936,10.1731996536255,11.4410495758057,..,..,..,..,..,11.8974800109863,11.7708902359009,13.3690700531006,15.0013399124146,16.1495990753174,..,..,..,..,..,22.7990207672119,24.3320198059082,28.2108038778932,29.6869517832747,..,..,..,..,54.4167987304753,..,..,..,..,53.1351542727131,..,51.4839046246776,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2,20,26.3,27.4,28.4,29.4,30.5,37.5,38.5,33.8,35,34.6,37.3,38.4,32,42,41.8,42.9,45.3,45.6,47,48.2,48.5,51.1,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,729.111965489822,657.982648547398,634.221467312782,636.83281102292,650.491094413218,772.468832586265,697.526602399253,770.10114008645,807.43962838624,907.747893072936,965.866840464665,881.919488130062,668.706017459877,449.727894936295,334.973590276074,404.29481849612,531.115366543271,521.70291489053,429.188126933192,392.725539027496,563.733795571487,533.586202412447,882.147847234303,992.698979254665,1266.21086410236,1916.46842218625,2617.05196022633,3141.0459797605,4103.0669003635,3136.64546955947,3597.34293216332,4615.91059831778,5086.02740086376,5057.74787833163,5005.9997412707,3213.90261080059,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2309.53413042773,2122.08368991872
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.933,36.902,37.168,37.419,37.704,37.968,38.258,38.616,38.968,39.329,39.688,40.076,40.469,40.871,41.26,40.817,40.812,41.215,41.573,41.913,42.242,42.556,42.857,41.972,42.245,42.495,42.739,40.786,41.471,41.698,41.854,43.812,42.267,42.19,43.567,46.139,46.418,46.688,45.452,45.808,46.501,47.032,47.874,50.218,51.123,52.13,52.965,54.2,55.281,56.225,57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116,62.958,64.246,64.617,..
Angola,AGO,"Population, total",SP.POP.TOTL,5231654,5301583,5354310,5408320,5464187,5521981,5581386,5641807,5702699,5763685,5852788,5991102,6174262,6388528,6613367,6842947,7074664,7317829,7576734,7847207,8133872,8435607,8751648,9082983,9425917,9779120,10139450,10497858,10861291,11238562,11626360,12023529,12423712,12827135,13249764,13699778,14170973,14660413,15159370,15667235,16194869,16747208,17327699,17943712,18600423,19291161,20015279,20778561,21578655,22414773,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849
Antigua and Barbuda,ATG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.35554,96.64587,95.5628,95.1015,95.53796,94.10914,..,91.88907,94.16545,..,94.19429,95.69547,..,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,80.4261016845703,54.3338813781738,74.3965530395508,69.2664031982422,74.1420516967773,76.4063491821289,64.365478515625,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3675537109375,..,..,..,..,..,..,..,80.2067489624023,..,..,..,..,..,..,112.227951049805,122.261581420898,118.682388305664,115.466743469238,116.185371398926,117.228363037109,..,115.270439147949,117.55770111084,..,117.209930419922,121.685249328613,..,..,..,107.799908772997,108.880778588808,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.7630462646484,95.9406509399414,96.1181335449219,96.2949447631836,96.4703903198242,96.643798828125,96.8144836425781,96.9817733764648,97.1449813842773,97.303352355957,97.7,97.7,100,97.9,97.9,92.2,100,100,100,98.5,98.7,94.6,100,100,100,100,100,100,100,100,100,100,100,100,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1213.67021714646,1374.82027453607,1705.14199048287,2053.10327921275,2310.19699820442,2569.18182363887,2846.99335735773,3270.7810304062,3814.3142290779,4629.45676400154,5424.36847756962,6466.15683473424,7187.90484128028,7590.75442423046,7956.47430919648,8153.73786307269,8624.62016806628,9351.48753768505,9034.47552907143,9756.08717951992,10336.2591617838,10906.8785406961,11342.3349230913,12027.4949768222,11539.1825063308,11658.6949915956,12173.2319860305,13037.8895772257,14368.5708796058,16173.8136329968,18204.5124043068,18786.6743142216,16472.2478528568,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23725.7903725506
